KillDeathRatio,HeadshotKillRatio,WinRatio,Top10Ratio
1.22,0.14,3.55,13.5
0.63,0.2,0.26,9.2
2.04,0.23,1.63,13.0
0.65,0.22,1.86,14.6
0.75,0.21,0.0,5.4
1.33,0.24,3.66,17.1
1.48,0.24,1.22,14.6
0.88,0.18,1.04,14.6
1.05,0.17,1.55,7.0
1.7,0.17,0.92,18.3
1.33,0.24,0.52,5.8
1.31,0.15,4.13,43.0
3.47,0.28,13.42,32.9
0.46,0.11,0.0,15.7
0.83,0.29,0.96,8.3
0.84,0.19,2.25,21.3
0.77,0.19,0.0,11.0
1.56,0.15,0.0,12.0
1.46,0.17,1.08,13.5
0.74,0.16,2.07,17.1
1.12,0.2,3.17,24.5
0.96,0.18,0.0,17.7
0.8,0.16,0.62,10.5
2.91,0.23,8.55,17.1
1.29,0.17,4.0,20.0
1.05,0.21,1.68,10.6
0.78,0.16,1.11,8.5
0.75,0.13,0.76,19.8
1.27,0.15,2.13,22.0
1.9,0.25,0.0,15.7
0.82,0.17,1.23,16.0
1.36,0.18,2.82,21.8
0.51,0.1,0.0,8.0
1.96,0.16,4.65,20.9
0.59,0.18,0.0,6.1
1.09,0.23,1.84,14.7
1.01,0.15,2.69,11.2
0.49,0.18,0.39,8.2
1.81,0.21,2.15,10.8
1.85,0.17,6.82,27.3
1.23,0.22,2.41,9.6
0.83,0.23,0.67,11.3
0.85,0.22,1.22,14.6
1.18,0.25,1.45,8.3
1.26,0.14,0.69,9.0
0.56,0.24,0.0,7.4
0.84,0.16,0.93,18.1
0.9,0.21,0.55,7.2
1.13,0.15,0.0,9.2
3.36,0.2,11.19,23.1
1.2,0.22,1.23,9.9
1.01,0.23,1.23,9.9
1.06,0.12,2.02,26.3
1.03,0.14,3.3,19.8
1.99,0.26,3.23,6.5
1.38,0.25,2.88,16.5
2.08,0.25,5.45,21.8
1.95,0.21,7.23,19.3
1.03,0.15,2.13,18.1
0.83,0.2,1.32,17.8
1.29,0.28,0.91,4.5
1.47,0.22,1.12,8.6
1.6,0.2,2.35,12.9
4.25,0.24,7.14,22.1
1.0,0.23,1.76,9.5
1.01,0.21,1.6,24.0
1.03,0.24,1.54,13.9
0.79,0.29,0.0,6.1
1.03,0.16,0.52,7.7
2.84,0.18,8.86,31.6
0.71,0.23,1.16,10.5
0.69,0.13,0.0,8.0
0.61,0.22,0.0,6.6
0.59,0.17,0.0,10.7
0.96,0.2,0.46,12.4
0.96,0.17,0.0,16.7
0.98,0.24,0.52,6.2
1.1,0.14,1.34,6.0
0.91,0.28,1.05,10.5
2.66,0.23,5.73,21.0
1.82,0.26,0.0,2.3
1.2,0.19,1.09,12.5
2.24,0.23,5.94,18.8
1.91,0.18,3.77,15.7
0.83,0.18,0.0,9.3
0.92,0.19,2.41,18.1
1.21,0.15,1.79,9.8
1.6,0.24,6.22,30.3
1.12,0.2,2.75,11.0
1.26,0.23,0.43,5.5
1.39,0.24,5.17,20.7
1.11,0.19,1.14,8.0
1.51,0.26,1.65,11.6
0.36,0.32,0.0,5.9
1.55,0.21,3.41,15.9
1.04,0.18,2.43,20.9
0.28,0.1,0.0,10.7
1.12,0.24,2.14,14.3
0.84,0.2,3.08,6.2
1.08,0.24,0.0,4.2
1.02,0.14,0.0,9.9
1.39,0.21,1.25,12.5
2.22,0.29,5.34,23.7
0.9,0.15,0.0,8.1
1.08,0.26,0.0,2.6
0.83,0.14,3.7,15.7
0.97,0.21,2.69,11.3
0.44,0.21,0.75,15.7
0.86,0.19,0.25,9.8
1.6,0.21,4.05,17.6
2.5,0.16,13.73,49.0
0.94,0.16,2.47,13.0
1.62,0.23,1.08,9.2
1.64,0.18,2.33,16.3
0.88,0.27,0.61,12.5
2.46,0.3,4.26,13.5
1.65,0.26,0.95,12.4
2.19,0.24,5.61,24.3
0.9,0.17,1.79,15.5
1.12,0.15,0.0,7.1
1.12,0.21,0.83,7.4
1.16,0.17,3.45,18.6
1.39,0.21,2.86,15.2
2.4,0.18,4.05,13.9
1.06,0.18,3.11,17.4
0.98,0.24,0.68,5.4
1.92,0.21,6.17,21.0
2.99,0.23,6.72,20.1
2.0,0.21,0.0,17.8
0.98,0.21,1.98,10.9
1.11,0.22,2.94,14.7
0.56,0.22,0.69,8.3
1.46,0.14,1.77,10.6
1.42,0.26,2.52,6.7
0.54,0.16,1.25,9.4
0.87,0.22,1.23,14.7
1.91,0.23,0.0,12.6
0.62,0.31,0.0,13.2
0.91,0.25,0.85,9.6
0.79,0.16,0.0,9.8
0.76,0.19,0.72,11.6
0.91,0.18,1.25,13.8
1.41,0.2,2.38,22.2
1.37,0.18,3.57,11.9
0.54,0.14,0.0,10.8
0.91,0.26,4.94,17.3
2.25,0.24,3.73,19.9
0.77,0.35,0.0,10.1
1.32,0.15,5.39,25.7
0.88,0.23,0.0,17.3
0.87,0.19,1.04,12.0
0.67,0.18,0.34,7.2
1.19,0.18,1.67,12.8
0.69,0.19,0.2,12.0
1.04,0.25,0.0,10.5
1.31,0.22,0.88,15.0
1.35,0.15,5.05,21.2
0.46,0.15,0.0,10.4
0.89,0.21,0.77,15.4
0.81,0.24,0.51,19.5
1.49,0.19,3.42,20.5
2.65,0.26,5.71,17.1
1.04,0.18,2.87,23.0
1.04,0.16,1.82,17.0
1.75,0.24,4.57,31.5
1.6,0.3,5.68,19.3
1.46,0.25,1.03,15.5
0.93,0.2,1.64,11.5
1.4,0.22,0.0,17.9
0.67,0.26,0.0,12.5
1.21,0.26,1.59,8.5
1.93,0.25,5.31,18.6
1.13,0.19,1.8,16.2
1.84,0.24,2.8,10.0
1.0,0.14,0.36,9.7
1.48,0.2,1.69,4.2
0.85,0.24,0.0,12.5
0.93,0.2,0.56,5.0
2.59,0.19,11.4,32.5
1.7,0.22,4.6,8.0
1.58,0.2,2.63,21.1
1.09,0.22,0.85,5.7
1.58,0.16,0.45,7.1
0.71,0.23,1.14,19.3
0.86,0.34,1.22,7.3
0.78,0.21,0.4,13.4
1.83,0.26,4.17,20.5
1.16,0.18,1.01,8.1
1.19,0.21,0.0,14.2
1.29,0.2,0.0,11.5
1.22,0.2,1.13,9.0
0.94,0.14,0.96,11.5
0.8,0.14,2.36,16.5
0.94,0.23,1.45,6.8
1.18,0.13,1.19,11.9
0.76,0.21,0.0,15.0
1.37,0.24,1.59,16.7
1.34,0.15,1.69,14.4
1.26,0.18,0.0,3.9
0.62,0.24,0.33,9.3
0.84,0.24,0.82,9.0
1.57,0.24,2.27,9.7
2.28,0.19,10.71,34.8
0.92,0.34,1.23,7.4
2.37,0.21,12.22,41.1
0.65,0.18,0.0,8.6
0.78,0.24,0.0,9.3
1.49,0.18,4.97,26.2
0.98,0.2,0.0,5.5
1.16,0.19,2.42,7.3
0.82,0.11,4.35,40.2
0.84,0.22,0.0,7.8
1.18,0.17,1.6,9.6
0.91,0.17,0.55,6.6
0.83,0.14,0.79,7.9
0.92,0.16,0.0,3.5
2.08,0.19,3.42,23.9
1.29,0.23,0.85,17.1
1.14,0.26,0.47,4.2
0.84,0.12,0.0,9.1
1.54,0.2,3.77,13.7
1.66,0.11,2.2,14.3
0.97,0.28,4.21,17.9
2.76,0.21,6.84,26.5
1.44,0.22,0.82,7.4
1.54,0.23,1.55,14.7
1.46,0.22,1.14,6.8
1.54,0.22,2.45,10.6
0.84,0.14,1.75,13.5
3.21,0.27,10.98,36.0
0.76,0.18,0.0,8.0
1.04,0.22,1.2,9.6
0.69,0.22,0.0,10.2
0.96,0.22,7.06,21.2
1.25,0.2,0.87,13.0
0.98,0.15,0.0,6.5
0.66,0.25,0.88,9.4
1.5,0.22,3.51,18.1
1.33,0.14,1.54,11.9
1.16,0.2,2.3,16.1
2.43,0.14,14.29,57.7
2.92,0.23,9.76,27.4
1.15,0.26,1.78,14.8
1.84,0.22,3.77,12.3
1.82,0.16,4.27,15.4
2.13,0.24,4.86,10.8
1.23,0.16,2.75,15.1
1.76,0.19,7.84,24.5
0.96,0.26,1.25,15.0
0.54,0.3,0.99,4.0
1.66,0.15,6.56,18.0
1.16,0.26,0.7,21.2
0.84,0.13,2.68,34.8
1.69,0.18,2.08,8.3
1.22,0.18,2.13,14.9
1.66,0.24,3.48,13.9
0.69,0.14,1.22,7.3
0.53,0.22,1.13,10.7
1.08,0.13,2.62,13.5
3.36,0.19,9.32,26.3
1.41,0.15,4.81,33.2
0.79,0.19,0.0,14.0
1.12,0.15,1.09,13.7
0.81,0.33,0.54,7.8
0.86,0.22,2.49,12.9
2.18,0.17,4.63,26.9
1.3,0.31,3.74,23.4
1.96,0.24,4.76,20.2
2.27,0.22,7.97,21.7
0.91,0.3,0.36,8.2
1.27,0.23,2.28,5.9
0.8,0.26,2.23,7.6
1.21,0.28,4.49,19.1
0.98,0.22,1.36,11.6
0.82,0.19,0.0,19.7
1.09,0.25,0.74,8.1
0.89,0.19,0.52,9.8
0.54,0.13,0.44,11.9
1.1,0.2,0.6,13.2
0.63,0.19,0.18,5.4
0.69,0.11,0.0,3.3
1.17,0.12,0.0,10.3
1.26,0.19,0.48,14.8
1.46,0.2,0.74,8.1
2.01,0.21,4.64,21.2
1.07,0.18,0.45,5.9
0.89,0.19,0.65,29.3
1.0,0.24,0.0,16.2
0.99,0.25,0.75,7.5
1.2,0.16,4.72,30.2
1.49,0.23,5.77,41.3
0.88,0.17,0.85,11.9
1.46,0.22,5.47,33.6
0.86,0.22,0.88,10.6
2.52,0.19,6.74,15.7
0.92,0.31,0.27,8.8
2.34,0.26,1.86,8.1
0.61,0.24,0.66,5.3
1.06,0.2,3.57,20.2
1.82,0.18,10.82,32.8
2.06,0.26,4.67,10.7
0.73,0.12,0.69,6.9
0.98,0.14,1.04,10.4
0.83,0.23,2.2,17.6
2.09,0.21,3.19,16.0
0.54,0.15,0.0,5.4
0.97,0.19,0.37,15.9
0.64,0.29,1.01,22.2
0.89,0.12,0.57,15.4
1.04,0.2,2.86,8.6
1.29,0.15,1.55,10.9
1.01,0.12,4.82,20.5
0.65,0.19,2.61,17.4
0.77,0.12,0.0,8.8
1.21,0.15,0.48,6.3
1.35,0.17,4.71,23.5
1.42,0.14,1.45,5.1
1.85,0.25,5.56,24.4
2.0,0.32,3.64,8.2
1.3,0.24,0.76,11.0
1.17,0.21,0.0,12.5
0.89,0.2,0.0,7.8
2.23,0.29,1.87,13.1
1.34,0.22,1.36,13.0
0.94,0.12,0.0,6.1
1.01,0.13,2.2,11.0
1.67,0.16,8.11,23.4
2.3,0.14,12.93,56.5
0.78,0.27,1.64,12.3
1.82,0.12,5.31,23.9
0.82,0.16,0.56,7.0
0.72,0.15,0.0,18.8
1.09,0.28,0.89,11.6
1.0,0.19,3.5,19.8
0.95,0.2,3.12,17.4
0.85,0.16,0.64,17.2
0.91,0.16,0.71,12.9
1.58,0.27,3.86,10.6
1.59,0.26,4.26,14.2
0.66,0.23,0.95,13.7
1.24,0.21,1.56,4.7
0.45,0.13,0.0,7.3
1.23,0.21,1.62,7.9
1.62,0.17,1.24,14.3
0.95,0.23,0.78,10.2
1.18,0.21,2.46,12.3
0.98,0.23,0.93,6.5
1.08,0.06,3.0,17.0
2.51,0.23,6.36,23.6
2.21,0.22,2.78,13.9
1.15,0.25,2.08,19.8
1.16,0.13,1.05,10.5
0.84,0.17,1.36,11.6
1.17,0.28,1.1,20.9
1.21,0.17,1.23,4.7
1.23,0.19,0.69,9.7
0.78,0.21,0.0,12.2
0.93,0.19,1.09,10.9
1.21,0.16,0.0,10.2
0.83,0.16,1.12,12.8
0.98,0.29,0.68,6.2
1.64,0.27,2.2,12.1
1.34,0.17,1.85,14.1
1.93,0.24,3.49,16.3
0.92,0.19,0.55,7.2
0.78,0.21,0.0,16.5
0.91,0.14,1.82,15.5
1.16,0.18,1.83,15.6
0.65,0.18,0.49,16.7
1.87,0.18,5.11,12.4
0.99,0.15,1.9,8.6
0.85,0.18,0.0,5.2
1.18,0.24,1.52,4.5
1.15,0.24,1.59,7.1
1.11,0.17,0.84,3.4
0.6,0.19,1.95,10.5
0.52,0.11,0.0,10.9
0.95,0.24,1.21,9.7
0.73,0.15,0.0,8.8
1.52,0.19,3.55,14.9
1.57,0.21,5.47,28.1
1.06,0.24,0.0,5.3
0.72,0.18,0.0,5.7
0.61,0.13,0.56,13.0
3.79,0.27,15.29,37.6
0.83,0.17,0.75,6.0
1.1,0.15,1.53,19.1
1.12,0.16,2.83,16.0
0.99,0.17,0.62,8.1
1.03,0.15,1.46,10.9
1.23,0.26,4.35,13.0
0.88,0.24,0.0,7.6
1.07,0.11,0.71,9.2
1.37,0.25,1.2,16.9
2.39,0.17,5.84,22.1
1.69,0.25,2.81,19.3
0.68,0.2,0.29,7.0
0.74,0.18,2.8,17.5
1.51,0.2,0.0,6.1
1.11,0.22,1.13,11.3
1.98,0.22,3.0,20.0
1.45,0.19,2.62,15.3
1.29,0.19,2.11,12.0
0.81,0.08,1.05,12.6
1.58,0.18,0.73,5.1
1.22,0.3,1.05,11.5
0.62,0.21,0.47,14.2
1.07,0.16,1.05,7.4
1.09,0.23,0.72,10.9
0.99,0.19,2.94,9.9
1.34,0.25,3.59,19.7
0.69,0.22,0.28,5.7
1.35,0.15,0.85,6.4
0.87,0.27,0.83,10.7
0.91,0.21,0.0,2.9
1.24,0.15,0.0,14.1
1.83,0.15,4.35,23.9
0.78,0.1,0.68,10.1
0.63,0.19,0.62,8.0
0.98,0.23,1.6,9.0
1.67,0.19,1.09,8.7
1.43,0.24,2.16,11.5
0.92,0.21,2.65,14.2
0.72,0.09,0.0,9.3
1.17,0.15,2.29,16.0
0.69,0.19,0.0,8.8
1.81,0.2,2.97,9.9
0.83,0.34,0.58,9.2
1.25,0.29,0.71,5.3
1.26,0.24,0.78,10.1
1.38,0.24,2.63,12.3
2.15,0.19,3.45,14.9
1.66,0.28,2.1,13.3
0.74,0.14,0.85,12.0
2.93,0.18,8.43,30.3
1.4,0.16,1.11,12.2
0.89,0.16,1.01,15.2
1.15,0.18,2.88,13.4
0.9,0.22,0.74,6.1
0.96,0.23,0.0,2.6
1.41,0.21,2.68,15.2
2.36,0.25,4.58,23.7
1.07,0.15,1.11,7.8
2.23,0.32,5.43,14.1
0.92,0.25,0.0,20.8
1.06,0.24,0.0,6.0
1.35,0.25,2.54,13.6
0.99,0.18,2.0,17.0
0.77,0.13,1.94,20.4
0.58,0.2,2.8,16.8
1.02,0.2,0.0,11.1
0.97,0.22,0.0,14.0
0.79,0.16,0.72,16.7
1.53,0.23,0.85,5.5
0.5,0.19,0.44,11.5
0.84,0.26,0.74,17.0
1.72,0.18,4.23,12.0
1.54,0.18,1.02,9.9
0.93,0.23,0.81,10.6
1.06,0.13,0.91,8.2
0.59,0.3,0.0,23.7
2.41,0.24,6.67,26.0
1.48,0.2,0.57,13.1
0.98,0.14,1.48,14.8
1.45,0.19,1.93,18.4
4.32,0.23,13.64,33.0
1.14,0.27,0.72,8.0
0.85,0.16,0.3,2.4
1.41,0.27,2.42,7.3
1.34,0.24,1.64,13.1
1.25,0.21,0.68,6.8
0.97,0.25,0.0,6.1
1.39,0.21,2.48,11.8
0.76,0.28,0.0,17.5
1.57,0.22,6.09,34.0
1.09,0.2,3.85,17.3
0.66,0.23,0.0,5.2
1.69,0.22,2.94,14.7
1.42,0.21,0.0,6.7
1.2,0.28,1.98,10.9
1.38,0.18,2.91,17.5
0.69,0.11,0.0,11.5
1.25,0.22,2.29,12.2
1.4,0.15,1.8,20.7
1.71,0.2,5.08,22.0
0.99,0.2,2.18,7.4
1.34,0.19,0.0,5.8
2.53,0.27,6.43,21.1
0.83,0.22,0.0,8.6
0.84,0.21,0.33,5.0
1.09,0.17,0.61,7.9
2.2,0.23,8.33,36.5
1.95,0.3,1.92,18.3
0.94,0.23,0.68,6.1
0.48,0.19,2.08,19.4
1.67,0.17,1.69,8.5
3.4,0.31,12.4,41.1
1.12,0.31,1.75,8.8
1.75,0.21,2.11,7.0
0.78,0.12,1.03,11.3
1.31,0.19,1.38,11.9
1.59,0.3,4.14,18.3
1.06,0.14,0.0,8.6
1.15,0.19,0.0,10.2
0.93,0.22,1.75,10.5
1.15,0.18,0.53,4.3
1.24,0.21,0.0,4.8
1.13,0.21,0.0,2.1
2.85,0.22,10.74,45.0
1.21,0.22,1.89,11.8
1.47,0.14,2.91,15.5
1.06,0.18,1.05,10.5
1.7,0.19,2.14,8.0
1.2,0.18,0.8,7.2
0.94,0.21,2.04,26.5
0.62,0.26,0.0,7.6
0.7,0.25,0.0,11.1
0.73,0.15,1.5,9.0
1.17,0.16,3.7,19.8
1.06,0.19,1.71,14.2
1.24,0.2,0.47,7.4
0.95,0.18,0.0,8.0
0.98,0.19,0.52,8.4
1.73,0.31,7.78,25.6
1.06,0.15,4.05,16.9
0.84,0.2,1.61,26.6
1.03,0.18,0.29,5.0
0.76,0.19,0.96,19.2
1.38,0.32,4.91,22.4
0.76,0.28,0.0,8.1
1.53,0.23,0.76,9.9
0.71,0.24,0.47,11.4
0.7,0.15,0.86,7.1
1.2,0.33,1.7,9.8
0.84,0.22,0.32,10.7
1.11,0.21,0.0,9.6
1.35,0.17,1.18,17.6
0.9,0.19,0.0,15.0
1.13,0.24,0.0,9.9
1.36,0.18,2.86,15.2
1.11,0.13,0.0,11.4
1.27,0.24,1.9,12.4
3.51,0.25,3.61,19.3
1.54,0.26,5.14,31.8
1.06,0.23,2.5,10.0
0.98,0.32,3.03,15.2
1.78,0.26,3.33,15.8
0.73,0.17,1.1,12.7
1.06,0.18,2.97,19.8
0.95,0.14,0.0,23.9
1.14,0.25,0.0,24.3
2.22,0.26,2.31,10.8
0.83,0.22,1.71,7.7
0.67,0.23,0.58,6.4
0.83,0.25,0.55,8.8
0.67,0.23,1.2,18.6
0.92,0.18,0.86,12.5
1.37,0.21,1.2,10.8
0.96,0.19,0.47,7.5
0.98,0.19,0.51,21.4
0.93,0.18,0.81,8.1
0.82,0.19,2.35,10.6
1.46,0.21,4.5,18.0
0.85,0.22,0.0,6.5
0.86,0.15,2.05,7.5
1.31,0.19,5.76,36.0
1.93,0.16,6.09,14.8
1.2,0.24,0.66,7.9
0.7,0.17,3.32,27.4
1.39,0.22,1.3,11.7
0.86,0.23,0.44,5.3
1.16,0.2,0.0,8.2
1.0,0.23,0.65,4.2
0.98,0.22,0.0,14.6
2.38,0.22,3.67,24.8
1.28,0.2,2.24,18.2
1.37,0.26,1.61,10.1
0.63,0.21,0.0,9.7
0.9,0.19,1.68,10.6
1.27,0.18,1.11,7.8
1.51,0.22,0.74,11.8
1.06,0.15,0.0,2.6
1.36,0.23,0.0,5.2
1.74,0.23,4.72,15.1
2.62,0.25,18.95,46.3
0.69,0.17,0.64,15.9
0.55,0.25,0.66,6.4
2.2,0.23,4.27,15.9
1.15,0.18,0.87,13.9
1.04,0.2,2.14,14.3
0.82,0.22,2.17,17.4
0.55,0.2,0.0,15.0
0.88,0.22,0.0,13.0
1.22,0.26,2.19,12.0
1.71,0.25,1.92,13.8
1.74,0.26,4.55,18.2
0.53,0.25,0.64,12.7
0.67,0.17,1.02,9.2
1.31,0.19,7.22,22.7
0.68,0.23,1.59,10.2
1.15,0.17,4.4,15.1
0.84,0.24,0.0,14.3
1.36,0.13,1.82,20.9
2.11,0.2,1.53,6.6
1.95,0.28,4.55,12.5
1.08,0.21,1.1,7.7
1.8,0.2,2.08,18.8
0.96,0.17,0.55,12.2
1.09,0.24,2.33,15.5
1.01,0.29,2.63,9.6
2.14,0.26,5.62,22.5
1.34,0.2,4.73,22.3
1.46,0.27,1.61,12.9
1.25,0.2,2.4,14.4
1.87,0.24,1.97,8.4
0.48,0.3,0.53,7.4
1.19,0.2,1.04,7.8
0.89,0.16,0.83,6.2
1.55,0.19,2.56,16.3
1.45,0.27,1.78,27.4
1.08,0.15,4.85,18.8
1.14,0.21,2.25,13.5
1.15,0.22,1.68,20.2
1.73,0.27,3.83,17.7
1.13,0.17,0.75,6.0
0.61,0.18,0.0,9.8
0.74,0.17,2.27,12.5
2.5,0.16,7.22,35.1
1.31,0.24,0.57,5.7
2.68,0.27,7.02,23.2
1.26,0.22,4.26,23.4
0.64,0.19,1.33,11.3
0.66,0.17,1.12,12.4
0.63,0.22,0.0,4.8
2.67,0.22,2.91,8.7
1.25,0.24,2.33,17.4
1.05,0.28,1.25,6.2
1.5,0.25,1.5,7.0
1.1,0.24,2.48,16.3
1.98,0.25,4.13,19.0
1.97,0.3,3.75,15.6
1.32,0.25,2.44,18.3
0.75,0.26,1.75,18.7
1.97,0.14,4.35,18.5
2.05,0.25,4.42,12.4
1.34,0.18,0.71,18.4
1.01,0.17,0.92,11.5
0.34,0.18,1.5,9.8
0.56,0.15,0.88,18.0
1.44,0.29,2.22,16.0
1.09,0.16,5.05,17.2
1.21,0.2,0.0,10.1
1.48,0.21,4.12,18.6
2.25,0.2,5.94,20.8
1.49,0.2,2.06,19.6
1.1,0.16,1.56,10.9
1.35,0.2,1.75,10.1
1.01,0.19,0.0,14.2
1.36,0.2,3.5,13.3
1.47,0.22,6.52,29.3
0.94,0.14,0.29,7.3
1.11,0.23,1.72,10.3
1.75,0.28,4.03,25.0
1.17,0.16,1.05,12.6
1.49,0.28,2.08,15.6
1.29,0.16,3.37,29.2
0.91,0.23,1.56,9.4
0.66,0.19,0.49,12.1
0.85,0.17,0.63,24.5
1.28,0.21,5.16,44.8
1.78,0.18,1.75,6.6
2.18,0.27,7.89,26.3
0.68,0.21,0.91,8.2
3.21,0.3,13.56,32.2
1.45,0.18,1.92,19.7
1.04,0.23,3.16,25.3
0.63,0.19,0.83,12.5
1.39,0.23,1.98,8.9
0.5,0.21,0.0,11.9
0.57,0.22,0.0,15.3
0.9,0.19,0.69,7.6
0.66,0.26,0.0,9.0
1.61,0.19,7.32,30.5
0.91,0.23,2.08,9.4
0.74,0.17,1.11,13.9
1.36,0.24,0.99,22.8
1.43,0.25,2.6,12.6
1.46,0.22,2.08,10.4
0.86,0.26,0.99,12.9
0.57,0.17,0.0,5.1
1.27,0.28,0.83,7.4
1.18,0.32,0.73,10.9
3.88,0.29,9.93,24.5
0.43,0.18,0.0,7.8
1.03,0.14,0.0,5.4
1.25,0.19,0.94,15.1
2.22,0.26,3.09,18.5
0.64,0.18,0.61,6.7
1.01,0.21,1.11,10.6
0.84,0.2,0.0,13.2
1.02,0.23,0.0,8.6
1.55,0.22,3.62,14.5
1.1,0.22,6.73,20.2
0.42,0.2,1.64,20.8
1.35,0.19,2.33,5.8
1.82,0.17,2.16,23.7
1.9,0.18,1.25,16.2
0.95,0.17,1.75,21.6
1.16,0.1,1.09,17.4
1.45,0.19,0.99,6.9
2.41,0.27,2.0,10.0
1.11,0.19,4.49,28.1
0.36,0.13,0.42,10.8
0.75,0.14,1.11,18.9
1.27,0.28,2.23,16.8
1.07,0.17,2.01,7.4
2.97,0.28,9.89,37.7
1.02,0.15,1.64,14.8
0.97,0.14,0.91,9.8
0.85,0.22,0.0,11.3
1.02,0.16,3.49,30.2
0.88,0.23,3.03,15.9
1.63,0.22,2.24,20.9
0.68,0.12,0.99,19.8
1.48,0.22,5.15,22.7
1.05,0.22,1.28,10.9
1.16,0.21,0.92,11.0
1.41,0.21,3.66,8.5
0.88,0.15,1.74,10.4
1.06,0.21,1.03,6.7
2.12,0.19,3.7,22.5
2.86,0.23,3.68,5.9
1.46,0.26,3.61,8.4
2.7,0.26,4.44,15.0
1.04,0.15,0.0,6.6
1.24,0.29,1.64,13.2
0.99,0.33,2.33,11.6
1.03,0.23,1.16,10.5
0.72,0.29,0.5,11.1
4.46,0.34,22.7,54.0
1.01,0.18,0.0,14.8
1.06,0.12,1.19,16.7
1.99,0.25,0.0,8.3
1.2,0.19,0.76,9.8
0.99,0.17,2.11,28.9
1.37,0.17,8.7,32.2
0.58,0.25,3.23,18.3
0.96,0.27,1.01,4.0
1.42,0.22,1.08,19.4
0.82,0.23,1.45,13.3
1.26,0.2,3.45,19.0
0.74,0.14,0.74,8.9
1.58,0.15,1.25,13.8
1.65,0.24,4.65,19.8
0.83,0.17,0.51,9.2
1.0,0.15,1.14,8.0
0.77,0.19,0.51,14.6
0.89,0.22,0.26,3.4
1.04,0.29,0.87,7.0
0.83,0.21,1.23,18.5
2.11,0.21,4.55,19.3
1.18,0.15,1.67,25.8
1.62,0.26,1.1,17.6
1.68,0.26,3.09,10.3
1.19,0.3,1.6,10.2
1.22,0.24,2.35,18.8
0.73,0.11,2.65,28.3
1.42,0.27,3.23,18.5
0.7,0.13,0.6,10.0
0.97,0.19,0.49,5.4
1.74,0.17,2.69,13.1
0.67,0.23,0.85,6.0
1.04,0.25,0.0,18.9
1.26,0.18,2.27,13.6
1.06,0.2,0.86,10.3
0.7,0.17,1.0,17.4
1.28,0.27,1.12,15.7
1.29,0.26,1.44,15.3
0.99,0.21,0.69,4.2
1.9,0.21,2.01,6.7
0.76,0.2,0.54,10.9
1.28,0.23,0.78,7.0
0.52,0.17,0.29,11.8
1.21,0.17,0.0,10.6
1.64,0.18,5.88,29.4
0.86,0.16,0.52,8.8
1.14,0.18,1.04,17.6
1.26,0.22,2.07,18.3
3.2,0.25,6.64,15.5
0.95,0.18,0.0,13.1
1.75,0.18,3.12,18.8
0.55,0.16,0.57,11.4
1.27,0.22,4.27,25.6
1.73,0.18,2.67,16.7
1.74,0.23,2.96,26.7
1.64,0.14,0.71,8.6
1.44,0.2,0.5,8.5
1.37,0.12,0.71,9.2
1.28,0.28,1.74,13.0
0.69,0.14,0.0,8.7
0.97,0.11,3.74,15.9
0.2,0.09,0.0,4.1
0.59,0.16,1.0,10.0
1.41,0.22,1.44,10.0
0.72,0.19,1.22,13.4
1.51,0.22,2.61,17.6
1.4,0.26,1.77,8.8
0.78,0.15,1.09,6.5
1.39,0.19,0.71,7.8
0.76,0.23,0.0,10.3
3.03,0.16,11.94,33.1
1.18,0.27,1.7,9.7
2.12,0.15,3.98,13.6
1.12,0.18,0.32,2.9
1.48,0.21,0.77,8.4
0.62,0.27,1.38,9.6
1.94,0.24,1.67,30.0
0.89,0.23,0.0,8.4
0.67,0.22,0.76,12.2
1.34,0.25,2.35,12.9
1.81,0.23,2.19,9.1
0.81,0.15,0.83,8.3
1.61,0.21,2.89,21.9
1.26,0.21,0.0,16.3
1.48,0.28,6.12,25.5
1.3,0.19,2.04,11.2
0.88,0.23,2.94,8.8
1.25,0.26,1.04,6.8
0.66,0.35,0.71,7.9
1.27,0.19,1.35,6.8
1.59,0.22,2.22,18.9
1.11,0.2,0.44,13.5
0.39,0.15,0.0,10.7
1.24,0.13,1.83,12.8
0.91,0.25,0.37,8.2
1.59,0.26,3.19,16.0
1.31,0.29,0.75,16.5
1.22,0.21,1.52,3.0
2.02,0.19,8.11,32.4
1.03,0.18,0.63,21.4
0.85,0.22,0.0,12.0
1.16,0.19,0.0,12.7
0.8,0.21,4.49,16.9
3.54,0.22,22.86,55.0
1.09,0.16,1.33,11.3
1.79,0.22,2.49,22.8
3.48,0.35,5.04,13.7
0.75,0.19,0.19,7.3
1.49,0.12,2.88,17.3
0.72,0.16,0.45,4.9
0.95,0.15,0.91,6.3
2.11,0.24,4.91,12.1
1.07,0.18,1.11,6.1
1.02,0.24,0.98,13.7
1.22,0.29,1.74,13.0
1.68,0.27,2.76,17.9
1.79,0.21,1.18,10.6
1.03,0.18,1.63,9.8
0.93,0.24,1.19,12.8
1.87,0.17,0.83,8.3
1.21,0.15,5.81,23.3
0.24,0.11,0.37,14.7
1.77,0.21,1.09,14.1
0.71,0.16,0.76,18.3
0.81,0.15,0.91,5.9
1.02,0.21,0.33,13.4
1.4,0.24,7.55,32.1
2.13,0.24,2.94,13.7
1.41,0.28,1.85,21.3
1.44,0.34,1.2,7.2
1.65,0.2,3.49,26.7
1.4,0.19,0.0,7.6
